datetime,pv_energy
06/08/2024 00:00,0.0
06/08/2024 01:00,0.0
06/08/2024 02:00,0.0
06/08/2024 03:00,0.0
06/08/2024 04:00,0.0
06/08/2024 05:00,0.0
06/08/2024 06:00,0.0
06/08/2024 07:00,0.019188040550783353
06/08/2024 08:00,0.08059971554055641
06/08/2024 09:00,0.3483762533364304
06/08/2024 10:00,0.5731600552609584
06/08/2024 11:00,0.7385141312753453
06/08/2024 12:00,0.8571277844380824
06/08/2024 13:00,0.9069509048915753
06/08/2024 14:00,0.9127749799369387
06/08/2024 15:00,0.8425508480549099
06/08/2024 16:00,0.6667404578399974
06/08/2024 17:00,0.4575524082138913
06/08/2024 18:00,0.2377177773140154
06/08/2024 19:00,0.0805922329746274
06/08/2024 20:00,0.0019205480092510411
06/08/2024 21:00,0.0
06/08/2024 22:00,0.0
06/08/2024 23:00,0.0
07/08/2024 00:00,0.0
07/08/2024 01:00,0.0
07/08/2024 02:00,0.0
07/08/2024 03:00,0.0
07/08/2024 04:00,0.0
07/08/2024 05:00,0.0
07/08/2024 06:00,0.0
07/08/2024 07:00,0.012677190504100178
07/08/2024 08:00,0.07854142617906308
07/08/2024 09:00,0.3423522035075339
07/08/2024 10:00,0.5683603905341983
07/08/2024 11:00,0.7301549006826163
07/08/2024 12:00,0.8343175729231198
07/08/2024 13:00,0.8685228055931152
07/08/2024 14:00,0.8578116277190521
07/08/2024 15:00,0.7956931037751565
07/08/2024 16:00,0.637368520578538
07/08/2024 17:00,0.4707492954704337
07/08/2024 18:00,0.3165355879162286
07/08/2024 19:00,0.07919150478925553
07/08/2024 20:00,-0.0003
07/08/2024 21:00,0.0
07/08/2024 22:00,0.0
07/08/2024 23:00,0.0
08/08/2024 00:00,0.0
08/08/2024 01:00,0.0
08/08/2024 02:00,0.0
08/08/2024 03:00,0.0
08/08/2024 04:00,0.0
08/08/2024 05:00,0.0
08/08/2024 06:00,0.0
08/08/2024 07:00,0.010425664840444285
08/08/2024 08:00,0.07752132569281432
08/08/2024 09:00,0.3421969185753518
08/08/2024 10:00,0.5636365464268118
08/08/2024 11:00,0.7223260831659771
08/08/2024 12:00,0.8294036238680264
08/08/2024 13:00,0.8698226353219124
08/08/2024 14:00,0.8759019160520947
08/08/2024 15:00,0.8439968005790655
08/08/2024 16:00,0.7226824451566942
08/08/2024 17:00,0.5443014525839716
08/08/2024 18:00,0.3179637465253864
08/08/2024 19:00,0.07698676995881872
08/08/2024 20:00,-0.0003
08/08/2024 21:00,0.0
08/08/2024 22:00,0.0
08/08/2024 23:00,0.0
09/08/2024 00:00,0.0
09/08/2024 01:00,0.0
09/08/2024 02:00,0.0
09/08/2024 03:00,0.0
09/08/2024 04:00,0.0
09/08/2024 05:00,0.0
09/08/2024 06:00,0.0
09/08/2024 07:00,0.009346519324713724
09/08/2024 08:00,0.07888279260909538
09/08/2024 09:00,0.33655728913272853
09/08/2024 10:00,0.5559325099009088
09/08/2024 11:00,0.7130240616939504
09/08/2024 12:00,0.8194084539110496
09/08/2024 13:00,0.8569837972369939
09/08/2024 14:00,0.8457144494789669
09/08/2024 15:00,0.7924503392526536
09/08/2024 16:00,0.6434082729812595
09/08/2024 17:00,0.46764736205978163
09/08/2024 18:00,0.3064964934007304
09/08/2024 19:00,0.0748804622106611
09/08/2024 20:00,-0.0003
09/08/2024 21:00,0.0
09/08/2024 22:00,0.0
09/08/2024 23:00,0.0
10/08/2024 00:00,0.0
10/08/2024 01:00,0.0
10/08/2024 02:00,0.0
10/08/2024 03:00,0.0
10/08/2024 04:00,0.0
10/08/2024 05:00,0.0
10/08/2024 06:00,0.0
10/08/2024 07:00,0.008710689575559425
10/08/2024 08:00,0.08045331450724118
10/08/2024 09:00,0.3320578659631551
10/08/2024 10:00,0.5528199895924728
10/08/2024 11:00,0.7078106095174442
10/08/2024 12:00,0.8154947983060091
10/08/2024 13:00,0.847293772462266
10/08/2024 14:00,0.7390780941638628
10/08/2024 15:00,0.5277726023714139
10/08/2024 16:00,0.5038116561915954
10/08/2024 17:00,0.4796178865609353
10/08/2024 18:00,0.31845282033925265
10/08/2024 19:00,0.07480958944594401
10/08/2024 20:00,-0.0003
10/08/2024 21:00,0.0
10/08/2024 22:00,0.0
10/08/2024 23:00,0.0
11/08/2024 00:00,0.0
11/08/2024 01:00,0.0
11/08/2024 02:00,0.0
11/08/2024 03:00,0.0
11/08/2024 04:00,0.0
11/08/2024 05:00,0.0
11/08/2024 06:00,0.0
11/08/2024 07:00,0.0027767783778155264
11/08/2024 08:00,0.07608861914071509
11/08/2024 09:00,0.3370553844200916
11/08/2024 10:00,0.5597009244319029
11/08/2024 11:00,0.7273218334477584
11/08/2024 12:00,0.8473852300044724
11/08/2024 13:00,0.8924054416869063
11/08/2024 14:00,0.8925775053168942
11/08/2024 15:00,0.8581631261856201
11/08/2024 16:00,0.7341152781782256
11/08/2024 17:00,0.5569200756229506
11/08/2024 18:00,0.3317619648180444
11/08/2024 19:00,0.07743293573661927
11/08/2024 20:00,-0.0003
11/08/2024 21:00,0.0
11/08/2024 22:00,0.0
11/08/2024 23:00,0.0
12/08/2024 00:00,0.0
12/08/2024 01:00,0.0
12/08/2024 02:00,0.0
12/08/2024 03:00,0.0
12/08/2024 04:00,0.0
12/08/2024 05:00,0.0
12/08/2024 06:00,0.0
12/08/2024 07:00,0.0039483443064082845
12/08/2024 08:00,0.10344912290037528
12/08/2024 09:00,0.3539019571500908
12/08/2024 10:00,0.578223767560823
12/08/2024 11:00,0.740653784091225
12/08/2024 12:00,0.8588374891975825
12/08/2024 13:00,0.9038745729404162
12/08/2024 14:00,0.9106766527990351
12/08/2024 15:00,0.8671463112455352
12/08/2024 16:00,0.7108646599862877
12/08/2024 17:00,0.5300293260049806
12/08/2024 18:00,0.30462457798710874
12/08/2024 19:00,0.07322291838331664
12/08/2024 20:00,-0.0003
12/08/2024 21:00,0.0
12/08/2024 22:00,0.0
12/08/2024 23:00,0.0
13/08/2024 00:00,0.0
13/08/2024 01:00,0.0
13/08/2024 02:00,0.0
13/08/2024 03:00,0.0
13/08/2024 04:00,0.0
13/08/2024 05:00,0.0
13/08/2024 06:00,0.0
13/08/2024 07:00,-0.0003
13/08/2024 08:00,0.08101122983367752
13/08/2024 09:00,0.1510153770822364
13/08/2024 10:00,0.3820989424942815
13/08/2024 11:00,0.5613976405209764
13/08/2024 12:00,0.6868809744240552
13/08/2024 13:00,0.8400445175796574
13/08/2024 14:00,0.8800505306623171
13/08/2024 15:00,0.6004524457843704
13/08/2024 16:00,0.5707776512588751
13/08/2024 17:00,0.4304452953959512
13/08/2024 18:00,0.22775043640020526
13/08/2024 19:00,0.06579266679491443
13/08/2024 20:00,-0.0003
13/08/2024 21:00,0.0
13/08/2024 22:00,0.0
13/08/2024 23:00,0.0
14/08/2024 00:00,0.0
14/08/2024 01:00,0.0
14/08/2024 02:00,0.0
14/08/2024 03:00,0.0
14/08/2024 04:00,0.0
14/08/2024 05:00,0.0
14/08/2024 06:00,0.0
14/08/2024 07:00,0.0
14/08/2024 08:00,0.08744446652011245
14/08/2024 09:00,0.36351309884536154
14/08/2024 10:00,0.5951476939675268
14/08/2024 11:00,0.7599529507734121
14/08/2024 12:00,0.8534226286835493
14/08/2024 13:00,0.8615210703647413
14/08/2024 14:00,0.881389820491313
14/08/2024 15:00,0.8386314076642966
14/08/2024 16:00,0.7268521631043982
14/08/2024 17:00,0.5543551058528289
14/08/2024 18:00,0.3312418951916892
14/08/2024 19:00,0.0747065615563425
14/08/2024 20:00,-0.0003
14/08/2024 21:00,0.0
14/08/2024 22:00,0.0
14/08/2024 23:00,0.0
